3pixeldeath,normal,10000,64,0.212896,0.431264
3pixeldeath,normal,10000,64,0.2472,0.462784
3pixeldeath,normal,10000,64,0.259168,0.463744
3pixeldeath,normal,10000,64,0.244608,0.459264
3pixeldeath,normal,10000,64,0.277312,0.493504
3pixeldeath,normal,10000,64,0.271936,0.47584
3pixeldeath,normal,10000,64,0.245728,0.460416
3pixeldeath,normal,10000,64,0.257408,0.45808
3pixeldeath,normal,10000,64,0.216864,0.995424
3pixeldeath,normal,10000,64,0.246784,0.462368
3pixeldeath,normal,10000,64,0.253184,0.430848
3pixeldeath,normal,10000,64,0.248288,0.465056
3pixeldeath,normal,10000,64,0.257856,0.477152
3pixeldeath,normal,10000,64,0.244928,0.459648
3pixeldeath,normal,10000,64,0.255488,0.458016
3pixeldeath,normal,10000,64,0.21376,0.429472
3pixeldeath,normal,10000,64,0.258208,0.459648
3pixeldeath,normal,10000,64,0.246464,0.46032
3pixeldeath,normal,10000,64,0.246208,0.46176
3pixeldeath,normal,10000,64,0.24512,0.460736
f0001,normal,2953750,64,4.143328,8.354624
f0001,normal,2953750,64,4.16816,8.2072
f0001,normal,2953750,64,4.142208,8.345248
f0001,normal,2953750,64,4.177248,8.639552
f0001,normal,2953750,64,4.154752,8.183232
f0001,normal,2953750,64,4.150304,8.377024
f0001,normal,2953750,64,4.156896,8.52496
f0001,normal,2953750,64,4.174272,8.382176
f0001,normal,2953750,64,4.163744,8.502272
f0001,normal,2953750,64,4.164192,8.195488
f0001,normal,2953750,64,4.1616,8.348992
f0001,normal,2953750,64,4.177408,8.443872
f0001,normal,2953750,64,4.167072,8.20464
f0001,normal,2953750,64,4.151104,8.952192
f0001,normal,2953750,64,4.157376,8.361504
f0001,normal,2953750,64,4.182816,8.54432
f0001,normal,2953750,64,4.150848,8.390688
f0001,normal,2953750,64,4.172192,8.504032
f0001,normal,2953750,64,4.153504,8.508448
f0001,normal,2953750,64,4.144864,8.827296
finger,normal,90000,64,0.549376,1.195456
finger,normal,90000,64,0.610304,0.951776
finger,normal,90000,64,0.55504,0.862272
finger,normal,90000,64,0.61232,1.002048
finger,normal,90000,64,0.62672,0.97696
finger,normal,90000,64,0.541824,0.933088
finger,normal,90000,64,0.623328,0.968704
finger,normal,90000,64,0.606848,1.015136
finger,normal,90000,64,0.61216,0.956416
finger,normal,90000,64,0.60976,0.999232
finger,normal,90000,64,0.609888,0.950912
finger,normal,90000,64,0.549952,0.937152
finger,normal,90000,64,0.61296,0.954624
finger,normal,90000,64,0.618016,1.156096
finger,normal,90000,64,0.607776,0.952832
finger,normal,90000,64,0.60976,0.991872
finger,normal,90000,64,0.54544,0.892
finger,normal,90000,64,0.6064,0.995488
finger,normal,90000,64,0.545952,0.910112
finger,normal,90000,64,0.612416,1.007872
hard-maze,normal,328680,64,1.717632,2.52096
hard-maze,normal,328680,64,1.7344,2.409408
hard-maze,normal,328680,64,1.724192,2.489184
hard-maze,normal,328680,64,1.727104,2.502112
hard-maze,normal,328680,64,1.7048,2.370272
hard-maze,normal,328680,64,1.491936,2.30112
hard-maze,normal,328680,64,1.47168,2.288672
hard-maze,normal,328680,64,1.698208,2.372512
hard-maze,normal,328680,64,1.720448,2.501728
hard-maze,normal,328680,64,1.705632,2.427648
hard-maze,normal,328680,64,1.712544,2.507456
hard-maze,normal,328680,64,1.70368,2.427552
hard-maze,normal,328680,64,1.725248,2.517952
hard-maze,normal,328680,64,1.704512,2.433056
hard-maze,normal,328680,64,1.503392,2.281952
hard-maze,normal,328680,64,1.715904,2.484224
hard-maze,normal,328680,64,1.471136,2.19152
hard-maze,normal,328680,64,1.948096,2.728192
hard-maze,normal,328680,64,1.705184,2.421856
hard-maze,normal,328680,64,1.481824,2.25232
tob,normal,3960576,64,12.20448,19.239391
tob,normal,3960576,64,12.201408,17.813343
tob,normal,3960576,64,10.900288,17.008575
tob,normal,3960576,64,10.87344,16.099487
tob,normal,3960576,64,12.190592,18.05744
tob,normal,3960576,64,12.2416,18.0616
tob,normal,3960576,64,10.840384,16.010401
tob,normal,3960576,64,12.209792,17.430113
tob,normal,3960576,64,10.888224,16.524448
tob,normal,3960576,64,10.869024,16.361952
tob,normal,3960576,64,10.857184,16.029568
tob,normal,3960576,64,10.858528,16.08432
tob,normal,3960576,64,10.903808,16.546656
tob,normal,3960576,64,10.852288,16.354401
tob,normal,3960576,64,12.197536,17.368416
tob,normal,3960576,64,10.867296,16.914593
tob,normal,3960576,64,10.83872,16.686497
tob,normal,3960576,64,10.8664,16.078337
tob,normal,3960576,64,10.90288,16.587809
tob,normal,3960576,64,10.895648,16.680799
