random,1,1048576,33.180952,34.59096
random,2,1048576,18.616915,20.252228
random,3,1048576,15.648127,17.389059
random,4,1048576,17.246962,30.600071
random,5,1048576,12.17103,19.304037
random,6,1048576,11.492014,17.554045
random,7,1048576,16.600847,26.129961
random,8,1048576,10.322094,12.009144
random,9,1048576,15.011787,26.065111
random,10,1048576,14.611959,25.009871
random,11,1048576,19.836903,34.072876
random,12,1048576,9.135008,15.388012
random,13,1048576,20.270824,45.892954
random,14,1048576,8.677006,14.368057
random,15,1048576,13.124943,24.34206
random,16,1048576,9.87196,28.414011
random,17,1048576,8.810997,16.918182
random,18,1048576,14.293194,28.660059
random,19,1048576,8.932114,18.352032
random,20,1048576,20.593882,36.335945
random,21,1048576,9.845018,22.554159
random,22,1048576,24.092913,66.380024
random,23,1048576,8.73208,17.688036
random,24,1048576,11.095047,23.682117
random,25,1048576,23.921967,50.000906
random,26,1048576,11.091948,22.274971
random,27,1048576,29.305935,53.935051
random,28,1048576,10.905027,21.543026
random,29,1048576,28.004885,69.741011
random,30,1048576,13.478994,26.005983
random,31,1048576,45.670986,97.844839
random,32,1048576,12.948036,59.446096
