normal,10000,64,0.204320,0.415104
normal,10000,64,0.195776,0.406432
normal,10000,64,0.207584,0.397888
normal,10000,64,0.206784,0.394752
normal,10000,64,0.196224,0.408256
normal,10000,64,0.209888,0.401376
normal,10000,64,0.199520,0.461952
normal,10000,64,0.204576,0.391968
normal,10000,64,0.202944,0.395552
normal,10000,64,0.204448,0.396128
normal,10000,64,0.198496,0.365760
normal,10000,64,0.200768,0.737088
normal,10000,64,0.206752,0.400544
normal,10000,64,0.196000,0.404800
normal,10000,64,0.203456,0.392192
normal,10000,64,0.199264,0.408640
normal,10000,64,0.203904,0.384960
normal,10000,64,0.196544,0.436096
normal,10000,64,0.206496,0.434432
normal,10000,64,0.212288,0.423040
