2,random,2890000,50.5694866,53.9961576,0.9776491948,1.045723569
4,random,2890000,35.6679917,39.5556211,1.3345587437,0.6657484528
8,random,2890000,41.0951376,69.2837954,0.7619285245,1.357096076
16,random,2890000,23.5465289,51.3408184,1.0282130602,0.9707318142
32,random,2890000,25.707078,63.2418392,0.8347211382,1.2043921379
