random,1210000,256,7.372032,9.626848
random,1210000,256,7.324736,9.371488
random,1210000,256,7.310976,9.374432
random,1210000,256,7.270240,9.319776
random,1210000,256,6.452832,8.666560
random,1210000,256,6.455264,8.523648
random,1210000,256,7.268512,9.289184
random,1210000,256,6.480320,8.517888
random,1210000,256,7.333056,9.423616
random,1210000,256,7.340736,9.423104
random,1210000,256,7.389728,9.741696
random,1210000,256,7.362560,9.783104
random,1210000,256,7.362208,9.657344
random,1210000,256,6.564576,8.865248
random,1210000,256,6.541504,8.988576
random,1210000,256,6.511712,8.835360
random,1210000,256,6.505856,8.806752
random,1210000,256,7.319616,9.716544
random,1210000,256,7.330656,9.690720
random,1210000,256,7.421696,9.972128
