random,1000000,18.282175,19.682169
random,1000000,17.349005,18.651962
random,1000000,17.586946,18.977880
random,1000000,17.651081,19.031048
random,1000000,17.508030,18.868923
random,1000000,17.531157,18.867970
random,1000000,18.863916,20.337105
random,1000000,17.651081,18.961906
random,1000000,17.430067,18.795967
random,1000000,17.548800,18.917799
random,1000000,18.651009,20.314932
random,1000000,16.160965,17.570972
random,1000000,18.609047,20.221949
random,1000000,18.922091,20.512104
random,1000000,17.231941,18.709898
random,1000000,18.420935,19.863129
random,1000000,17.167091,18.668175
random,1000000,18.712997,20.330906
random,1000000,18.505096,20.131111
random,1000000,16.122103,17.493963
