random,360000,1024,1.555904,2.474944
random,360000,1024,1.535232,2.438496
random,360000,1024,1.548576,2.441632
random,360000,1024,1.545280,2.421152
random,360000,1024,1.531648,2.427296
random,360000,1024,1.544000,2.436320
random,360000,1024,1.598496,2.694528
random,360000,1024,1.544064,2.432288
random,360000,1024,1.534848,2.469088
random,360000,1024,1.539776,2.529440
random,360000,1024,1.528800,2.264672
random,360000,1024,1.530112,2.279808
random,360000,1024,1.526688,2.281824
random,360000,1024,1.528448,2.314240
random,360000,1024,1.527392,2.270496
random,360000,1024,1.527488,2.266880
random,360000,1024,1.531200,2.283392
random,360000,1024,1.529504,2.285472
random,360000,1024,1.528640,2.277312
