normal,10000,0.178099,0.210047
normal,10000,0.153065,0.173092
normal,10000,0.147820,0.162840
normal,10000,0.152826,0.167847
normal,10000,0.149965,0.165939
normal,10000,0.158072,0.178099
normal,10000,0.147104,0.163078
normal,10000,0.147104,0.162125
normal,10000,0.147104,0.162125
normal,10000,0.148058,0.163078
normal,10000,0.153065,0.172138
normal,10000,0.180006,0.197887
normal,10000,0.153065,0.172138
normal,10000,0.147820,0.161886
normal,10000,0.174999,0.193119
normal,10000,0.145197,0.161171
normal,10000,0.197172,0.212193
normal,10000,0.147104,0.163078
normal,10000,0.153065,0.173092
normal,10000,0.175953,0.199080
