normal,90000,64,0.549376,1.195456
normal,90000,64,0.610304,0.951776
normal,90000,64,0.555040,0.862272
normal,90000,64,0.612320,1.002048
normal,90000,64,0.626720,0.976960
normal,90000,64,0.541824,0.933088
normal,90000,64,0.623328,0.968704
normal,90000,64,0.606848,1.015136
normal,90000,64,0.612160,0.956416
normal,90000,64,0.609760,0.999232
normal,90000,64,0.609888,0.950912
normal,90000,64,0.549952,0.937152
normal,90000,64,0.612960,0.954624
normal,90000,64,0.618016,1.156096
normal,90000,64,0.607776,0.952832
normal,90000,64,0.609760,0.991872
normal,90000,64,0.545440,0.892000
normal,90000,64,0.606400,0.995488
normal,90000,64,0.545952,0.910112
normal,90000,64,0.612416,1.007872
