normal,100,100,0.121832
normal,100,100,0.124931
normal,100,100,0.125885
normal,100,100,0.151157
normal,100,100,0.132799
normal,100,100,0.123024
normal,100,100,0.128984
normal,100,100,0.135183
normal,100,100,0.125885
normal,100,100,0.135183
normal,100,100,0.133038
normal,100,100,0.122070
normal,100,100,0.133991
normal,100,100,0.128984
normal,100,100,0.152111
normal,100,100,0.124216
normal,100,100,0.133991
normal,100,100,0.123024
normal,100,100,0.134945
normal,100,100,0.121117
normal,100,100,0.125885
normal,100,100,0.133038
normal,100,100,0.122070
normal,100,100,0.127077
normal,100,100,0.122070
