finger,normal,90000,64,0.473856,0.856064
finger,normal,90000,64,0.463872,0.798592
finger,normal,90000,64,0.457728,0.759424
finger,normal,90000,64,0.462592,0.843872
finger,normal,90000,64,0.466112,0.801056
finger,normal,90000,64,0.461344,0.829568
finger,normal,90000,64,0.485952,0.829632
finger,normal,90000,64,0.463936,0.844864
finger,normal,90000,64,0.463872,0.798848
finger,normal,90000,64,0.462784,0.840960
finger,normal,90000,64,0.463456,0.797728
finger,normal,90000,64,0.464512,0.842464
finger,normal,90000,64,0.461632,0.794816
finger,normal,90000,64,0.463360,0.843648
finger,normal,90000,64,0.463168,0.799200
finger,normal,90000,64,0.535264,0.924864
finger,normal,90000,64,0.464544,0.799648
finger,normal,90000,64,0.463968,0.872128
finger,normal,90000,64,0.465824,0.802976
finger,normal,90000,64,0.463712,0.865248
