normal,90000,1.120090,1.232862
normal,90000,1.115084,1.223087
normal,90000,1.044035,1.154184
normal,90000,1.039028,1.149893
normal,90000,1.065016,1.178980
normal,90000,1.036167,1.121044
normal,90000,1.069069,1.153946
normal,90000,0.979900,1.065969
normal,90000,1.035929,1.121998
normal,90000,1.037121,1.125097
normal,90000,1.042843,1.163960
normal,90000,1.070976,1.155853
normal,90000,1.053095,1.175165
normal,90000,0.978947,1.064062
normal,90000,1.040936,1.155853
normal,90000,1.043081,1.157999
normal,90000,1.001835,1.086950
normal,90000,1.070023,1.181126
normal,90000,1.036167,1.126051
normal,90000,1.041174,1.156092
