random,10000,256,0.309408,0.554816
random,10000,256,0.342816,1.413920
random,10000,256,0.268384,0.502240
random,10000,256,0.263456,0.494432
random,10000,256,0.300896,0.532736
random,10000,256,0.266848,0.502272
random,10000,256,0.305728,0.547520
random,10000,256,0.264416,0.496768
random,10000,256,0.306016,0.550048
random,10000,256,0.301600,0.547712
random,10000,256,0.300160,0.524512
random,10000,256,0.300160,0.519264
random,10000,256,0.338176,0.558464
random,10000,256,0.301184,0.520128
random,10000,256,0.299808,0.520064
random,10000,256,0.264864,0.485312
random,10000,256,0.265120,0.512160
random,10000,256,0.300256,0.519488
random,10000,256,0.300256,0.519040
random,10000,256,0.264928,0.483680
