random,40000,0.494003,0.587940
random,40000,0.481844,0.575066
random,40000,0.566959,0.744104
random,40000,0.532150,0.626087
random,40000,0.573874,0.684977
random,40000,0.547886,0.644922
random,40000,0.514984,0.608921
random,40000,0.530958,0.628948
random,40000,0.551224,0.648022
random,40000,0.509024,0.599146
random,40000,0.586987,0.766993
random,40000,0.611067,0.891209
random,40000,0.588894,0.792980
random,40000,0.575066,0.761986
random,40000,0.657797,0.881910
random,40000,0.602007,0.887156
random,40000,0.761986,0.989914
random,40000,0.633955,0.859976
random,40000,0.589132,1.156092
random,40000,0.684977,0.904083
