random,400,64,0.181184,0.499936
random,1600,64,0.214112,0.552512
random,3600,64,0.220608,0.466944
random,6400,64,0.370848,0.705088
random,10000,64,0.251360,0.544832
random,14400,64,0.304288,0.578848
random,19600,64,0.328640,0.653504
random,25600,64,0.358208,0.689408
random,32400,64,0.414400,0.806944
random,40000,64,0.324480,0.933216
random,48400,64,0.391168,0.721696
random,57600,64,0.460032,0.848928
random,67600,64,0.444832,0.883840
random,78400,64,0.447456,0.876960
random,90000,64,0.491712,0.949600
random,102400,64,0.531904,1.106784
random,115600,64,0.579104,1.091808
random,129600,64,0.596768,1.152512
random,144400,64,0.670816,1.221344
random,160000,64,0.709280,1.378880
random,176400,64,0.788256,1.417376
random,193600,64,0.898592,1.502976
random,211600,64,0.855328,1.504608
random,230400,64,0.858240,1.545792
random,250000,64,1.154560,1.880448
random,270400,64,0.976032,1.734592
random,291600,64,1.155040,2.107488
random,313600,64,1.119200,1.974944
random,336400,64,1.263744,2.110624
random,360000,64,1.280704,2.213856
random,384400,64,1.469696,2.901248
random,409600,64,1.426784,2.440480
random,435600,64,1.607712,2.602688
random,462400,64,1.573664,2.699008
random,490000,64,1.830688,3.061088
random,518400,64,1.867904,3.082720
random,547600,64,2.793312,4.033056
random,577600,64,2.414272,3.888000
random,608400,64,2.599104,3.927776
random,640000,64,2.604320,3.959232
random,672400,64,2.867648,4.314272
random,705600,64,2.859296,4.293856
random,739600,64,3.142400,4.730048
random,774400,64,3.137568,4.780096
random,810000,64,3.462496,5.069120
random,846400,64,3.512224,5.471296
random,883600,64,3.818144,5.704896
random,921600,64,3.682144,5.559712
random,960400,64,4.085120,6.183104
random,1000000,64,3.999136,5.929312
random,1040400,64,4.352096,6.417472
random,1081600,64,4.350432,7.871424
random,1123600,64,4.704544,6.911360
random,1166400,64,4.636384,6.813600
random,1210000,64,5.123072,7.506304
random,1254400,64,5.044896,7.731008
random,1299600,64,5.426240,8.032736
random,1345600,64,5.329312,7.952736
random,1392400,64,5.750944,8.474432
random,1440000,64,5.690400,8.432416
random,1488400,64,6.175872,8.999712
random,1537600,64,6.086592,8.959360
random,1587600,64,6.626400,9.497728
random,1638400,64,6.460000,9.527392
random,1690000,64,7.000992,10.146688
random,1742400,64,6.898816,10.190688
random,1795600,64,7.356832,10.807264
random,1849600,64,7.316448,10.993504
random,1904400,64,7.834624,11.423168
random,1960000,64,7.788512,11.745408
random,2016400,64,8.316032,11.935616
random,2073600,64,8.089184,11.771392
random,2131600,64,8.758912,12.538656
random,2190400,64,8.602656,12.640128
random,2250000,64,9.159680,13.731424
random,2310400,64,8.968384,13.016864
random,2371600,64,9.567744,13.659776
random,2433600,64,9.442560,13.652352
random,2496400,64,10.120032,14.563648
random,2560000,64,9.980352,14.635808
random,2624400,64,10.621568,15.470880
random,2689600,64,10.540992,15.299232
random,2755600,64,11.080736,15.939424
random,2822400,64,10.992320,16.169121
random,2890000,64,11.653216,17.000992
random,2958400,64,13.687808,18.892321
random,3027600,64,12.234240,17.434048
random,3097600,64,11.948608,17.127552
random,3168400,64,12.932352,18.654016
random,3240000,64,12.595968,18.040960
random,3312400,64,13.434912,19.330208
random,3385600,64,13.170496,19.094175
random,3459600,64,14.012448,20.119968
random,3534400,64,13.791392,19.613537
random,3610000,64,14.592192,21.080481
random,3686400,64,14.149600,20.534369
random,3763600,64,15.139008,21.460863
random,3841600,64,14.916032,21.201281
random,3920400,64,15.649760,22.379232
random,4000000,64,15.482624,22.224064
random,4080400,64,16.276896,22.948481
