random,20,20,0.015020
random,40,40,0.044107
random,60,60,0.082970
random,80,80,0.146866
random,100,100,0.215054
random,120,120,0.316858
random,140,140,0.428915
random,160,160,0.552893
random,180,180,0.722170
random,200,200,0.952959
random,220,220,1.168966
random,240,240,1.363039
random,260,260,1.631975
random,280,280,1.813889
random,300,300,2.086878
random,320,320,2.360106
random,340,340,2.694845
random,360,360,3.041983
random,380,380,3.470898
random,400,400,3.707886
random,420,420,3.370047
random,440,440,4.687786
random,460,460,4.978895
random,480,480,4.350185
random,500,500,6.078005
random,520,520,6.571054
random,540,540,7.030010
random,560,560,7.646084
random,580,580,7.807970
random,600,600,8.752823
random,620,620,9.220839
random,640,640,9.015083
random,660,660,10.585070
random,680,680,11.252880
random,700,700,11.785030
random,720,720,12.370110
random,740,740,13.252020
random,760,760,13.988018
random,780,780,14.055014
random,800,800,15.285969
random,820,820,16.147852
random,840,840,16.791821
random,860,860,17.920017
random,880,880,18.201113
random,900,900,15.046120
random,920,920,15.879869
random,940,940,20.892143
random,960,960,21.111012
random,980,980,22.760153
random,1000,1000,23.498058
random,1020,1020,24.457932
random,1040,1040,19.952059
random,1060,1060,26.229858
random,1080,1080,21.728992
random,1100,1100,28.213024
random,1120,1120,28.660059
random,1140,1140,30.521870
random,1160,1160,31.193972
random,1180,1180,34.303904
random,1200,1200,26.435137
random,1220,1220,26.991844
random,1240,1240,36.082029
random,1260,1260,36.838055
random,1280,1280,30.845881
random,1300,1300,39.376020
random,1320,1320,31.763077
random,1340,1340,39.536953
random,1360,1360,42.304993
random,1380,1380,35.326004
random,1400,1400,46.081066
random,1420,1420,37.003994
random,1440,1440,38.079023
random,1460,1460,49.855947
random,1480,1480,51.532030
random,1500,1500,41.016102
random,1520,1520,47.456980
random,1540,1540,43.704033
random,1560,1560,44.653893
random,1580,1580,46.138048
random,1600,1600,46.977997
random,1620,1620,48.327923
random,1640,1640,49.412012
random,1660,1660,51.071167
random,1680,1680,64.809799
random,1700,1700,53.359032
random,1720,1720,53.457022
random,1740,1740,55.861950
random,1760,1760,56.120872
random,1820,1820,77.129841
random,1840,1840,62.431097
random,1860,1860,63.830853
random,1880,1880,65.117121
random,1900,1900,66.893816
random,1920,1920,67.810059
random,1940,1940,69.488049
random,1960,1960,89.916945
random,1980,1980,71.664095
random,2000,2000,73.737144
random,2020,2020,75.642824
