random,1048576,102.556740,104.756638
random,1048576,32.788193,35.068481
random,1048576,15.856768,18.169088
random,1048576,9.399648,11.611552
random,1048576,6.498336,8.629216
random,1048576,6.531840,8.834464
random,1048576,5.271872,7.898016
random,1048576,4.340096,6.446624
random,1048576,5.060768,7.201120
random,1048576,5.976096,7.999232
random,1048576,5.616448,7.907488
random,1048576,5.684576,7.799104
random,1048576,5.918912,8.112832
random,1048576,5.908000,7.947488
random,1048576,5.876896,8.021920
random,1048576,6.442720,8.581600
random,1048576,6.886752,9.169760
random,1048576,6.251840,8.354400
random,1048576,6.968128,9.027040
random,1048576,7.223552,9.470016
random,1048576,7.132896,9.275232
random,1048576,7.185920,9.522496
random,1048576,6.783840,9.107968
random,1048576,8.132128,10.262816
random,1048576,8.252864,10.315584
random,1048576,8.492896,10.829472
random,1048576,8.399904,10.708000
random,1048576,7.289440,9.446720
random,1048576,8.323776,10.568032
random,1048576,7.375072,9.461568
random,1048576,8.185728,10.457088
random,1048576,6.762624,9.045344
