random,400,0.163552,0.457728
random,3600,0.239712,0.463680
random,6400,0.282688,0.546976
random,19600,0.299200,0.487552
random,10000,1715.432617,1779.695312
random,25600,0.372480,0.743648
random,40000,0.364544,0.708544
random,57600,0.431008,0.703680
random,32400,1714.422729,1779.347168
random,67600,0.481600,0.877312
random,78400,0.597856,1.057312
random,90000,0.569120,1.051392
random,102400,0.631040,1.132288
random,115600,0.643904,1.121984
random,129600,0.732736,1.288384
random,144400,0.799936,1.445984
random,193600,0.937056,1.430016
random,211600,1.038112,1.758528
random,160000,1651.262573,1779.158081
random,230400,1.075584,1.830656
random,250000,1.158208,1.899200
random,270400,1.251456,2.091200
random,291600,1.537184,2.399904
random,313600,1.440896,2.836992
random,336400,1.508512,2.462176
random,360000,1.575200,2.492448
random,384400,1.711136,2.774208
random,409600,1.766528,3.008928
random,435600,1.922240,3.509568
random,462400,1.995936,3.153600
random,490000,2.116736,3.429312
random,518400,2.223168,3.847360
random,547600,2.357664,3.789696
random,577600,2.517568,4.030400
random,608400,2.622432,4.153984
random,640000,3.198880,4.770528
random,672400,3.288992,4.779488
random,705600,2.976864,4.437824
random,739600,3.179968,4.921408
random,774400,3.287456,5.043616
random,810000,3.406272,5.292800
random,846400,3.582752,5.344896
random,883600,4.215968,5.973536
random,921600,3.856128,5.718592
random,960400,4.619296,6.511392
random,1000000,4.207648,6.348768
random,1040400,5.012352,7.176544
random,1081600,5.127712,7.360768
random,1123600,5.460832,7.871456
random,1166400,4.838368,7.083200
random,1210000,5.833632,8.505024
random,1254400,5.992544,8.612416
random,1299600,6.970240,9.649376
random,1392400,5.800448,8.510688
random,1440000,6.871328,9.885472
random,1488400,6.179968,9.603552
random,1537600,7.317920,10.424448
random,1345600,2514.379883,2643.531982
random,1587600,6.515968,9.843264
random,1638400,7.751680,11.450592
random,1690000,7.900256,10.942944
random,1742400,8.220736,11.353984
random,1795600,8.503392,12.401504
random,1849600,8.727488,12.216928
random,1904400,7.762752,11.463744
random,1960000,8.030656,11.673824
random,2016400,9.445088,13.428064
random,2131600,8.725696,12.764704
random,2190400,10.301152,14.087712
random,2250000,10.533984,13.639232
random,2310400,10.710528,14.723776
random,2073600,2516.633301,2709.547363
random,2371600,11.107776,15.374592
random,2433600,11.329472,15.513504
random,2496400,10.242240,14.701024
random,2624400,12.345280,17.308832
random,2689600,10.955104,15.677920
random,2755600,12.685216,16.403648
random,2822400,13.221472,18.036480
random,2890000,11.784928,17.172544
random,2958400,13.855648,18.921921
715
random,3027600,12.336480,17.789633
random,3168400,14.712896,20.009504
random,3240000,13.179488,18.536352
random,3312400,15.407360,19.847391
random,3385600,15.850080,21.498272
random,3459600,16.067743,20.621664
568
random,3534400,16.455105,22.401440
random,3610000,16.663904,22.910816
random,3686400,14.856032,21.364832
random,3763600,17.650560,24.135872
random,3841600,17.825121,24.296127
random,4000000,18.391392,25.541887
random,4080400,21.254688,27.886112
random,3920400,4237.831055,4368.422852
random,1600,0.292448,0.511840
random,3600,0.286528,0.549632
random,6400,0.322432,0.632352
random,10000,0.317920,0.649536
random,14400,0.323264,0.642944
random,19600,0.359360,0.689280
random,25600,0.294752,0.595648
random,32400,0.359232,0.714112
random,40000,0.389664,0.779552
random,48400,0.416384,0.804032
random,57600,0.456320,0.888992
random,67600,0.552256,0.949664
random,78400,0.495520,0.936928
random,90000,0.569632,1.057312
random,102400,0.647104,1.151168
random,115600,0.675168,1.201632
random,129600,0.700224,1.224736
random,144400,0.789664,1.735104
random,193600,0.922656,1.419840
random,211600,1.041728,1.870208
random,230400,1.086560,2.155104
random,160000,1713.650024,1778.780518
random,250000,1.158432,2.086816
random,270400,1.232864,2.021952
random,336400,1.478784,2.169376
random,360000,1.633408,2.602048
random,291600,1714.404297,1780.508301
random,409600,1.773376,2.813984
random,490000,2.078528,2.978624
random,518400,2.168288,3.413824
random,435600,1715.244507,1782.014404
random,547600,2.357088,3.605280
random,577600,2.512512,3.865216
random,608400,3.037312,4.476960
random,705600,3.416416,4.578336
random,739600,3.158688,4.815744
random,640000,2509.348145,2574.533203
random,774400,3.276704,5.024320
random,810000,3.458912,5.192064
random,846400,3.543552,5.308032
random,883600,3.706720,5.531328
random,960400,4.625664,6.612160
random,1000000,4.797792,6.763744
random,1040400,5.052768,7.331904
random,1081600,5.167648,7.285120
random,921600,2445.348877,2574.264160
random,1123600,4.712224,6.880384
random,1166400,4.826144,7.212704
random,1210000,5.829184,8.269888
random,1299600,5.366208,7.283808
random,1345600,6.334080,8.386656
random,1392400,6.562816,8.620224
random,1254400,1719.686279,1848.557007
random,1440000,6.758912,8.861792
random,1537600,7.253664,9.483936
random,1587600,7.382944,9.743840
random,1638400,6.600960,8.940608
random,1690000,6.927072,9.409024
16504
random,1742400,7.039136,9.568832
random,1849600,7.539584,10.223264
random,1904400,7.710144,10.400224
random,1960000,7.970592,10.743360
random,2016400,9.433984,12.309056
random,1795600,2515.583740,2643.523926
random,2073600,8.447968,11.349920
random,2190400,8.898912,12.005280
random,2250000,9.021184,12.266112
random,2310400,10.656736,13.829664
random,2371600,11.009408,14.322432
random,2131600,1723.961304,1851.714966
random,2433600,9.767584,13.131520
random,2560000,11.796352,15.272576
random,2624400,12.104960,15.742304
random,2689600,12.313632,16.001408
random,2755600,11.076416,14.838112
random,2822400,11.367840,15.199840
random,2496400,2518.975098,2646.830566
random,2890000,11.580320,15.455552
random,3027600,13.211296,18.898720
random,3168400,14.729728,18.934752
random,3240000,14.208512,19.764160
random,3312400,14.268640,20.255713
random,2958400,3378.650635,3506.537109
random,3385600,15.512192,20.029345
random,3459600,14.955072,21.095488
random,3534400,13.183520,19.147264
random,3686400,15.883904,22.477377
random,3763600,16.324320,22.721792
random,3841600,15.270784,20.309729
random,3920400,14.595968,21.305311
random,4000000,18.295616,23.525984
random,3610000,3445.549805,3573.513672
