gpu,3pixeldeath,0.431264
gpu,hamlet,8.43989
gpu,finger,0.980502
gpu,hard-maze,2.42148
gpu,tobbaco,16.8969
gpu_global,3pixeldeath,0.422848
gpu_global,hamlet,8.94265
gpu_global,finger,0.82728
gpu_global,hard-maze,2.04429
gpu_global,tobbaco,14.8974
mpi,3pixeldeath,0.175703
mpi,hamlet,15.4219
mpi,finger,1.14751
mpi,tobbaco,21.9562
mpi,hard-maze,6.09884
union,3pixeldeath,0.1297
union,hamlet,8.81821
union,finger,0.819354
union,hard-maze,5.27271
union,tobbaco,11.567
